DateTime, MainStage, SubStage, MetaData, CPU (%), Used Memory (MB), Max Heap (MB)
Wed Sep 10 11:48:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.35, 4294.97
Wed Sep 10 11:48:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.36, 4294.97
Wed Sep 10 11:48:26 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.37, 4294.97
Wed Sep 10 11:48:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.37, 4294.97
Wed Sep 10 11:48:28 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.38, 4294.97
Wed Sep 10 11:48:29 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.38, 4294.97
Wed Sep 10 11:48:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.39, 4294.97
Wed Sep 10 11:48:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.39, 4294.97
Wed Sep 10 11:48:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.40, 4294.97
Wed Sep 10 11:48:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.40, 4294.97
Wed Sep 10 11:48:34 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.41, 4294.97
Wed Sep 10 11:48:35 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.41, 4294.97
Wed Sep 10 11:48:36 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.42, 4294.97
Wed Sep 10 11:48:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.42, 4294.97
Wed Sep 10 11:48:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.43, 4294.97
Wed Sep 10 11:48:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.43, 4294.97
Wed Sep 10 11:48:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.44, 4294.97
Wed Sep 10 11:48:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.44, 4294.97
Wed Sep 10 11:48:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.45, 4294.97
Wed Sep 10 11:48:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.45, 4294.97
Wed Sep 10 11:48:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.46, 4294.97
Wed Sep 10 11:48:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.46, 4294.97
Wed Sep 10 11:48:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.47, 4294.97
Wed Sep 10 11:48:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.47, 4294.97
Wed Sep 10 11:48:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.48, 4294.97
Wed Sep 10 11:48:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.48, 4294.97
Wed Sep 10 11:48:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.49, 4294.97
Wed Sep 10 11:48:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.49, 4294.97
Wed Sep 10 11:48:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.50, 4294.97
Wed Sep 10 11:48:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.50, 4294.97
Wed Sep 10 11:48:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.51, 4294.97
Wed Sep 10 11:48:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.51, 4294.97
Wed Sep 10 11:48:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.52, 4294.97
Wed Sep 10 11:48:58 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.52, 4294.97
Wed Sep 10 11:48:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.53, 4294.97
Wed Sep 10 11:49:00 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.54, 4294.97
Wed Sep 10 11:49:01 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.54, 4294.97
Wed Sep 10 11:49:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.54, 4294.97
Wed Sep 10 11:49:03 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.55, 4294.97
Wed Sep 10 11:49:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.55, 4294.97
Wed Sep 10 11:49:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.56, 4294.97
Wed Sep 10 11:49:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.57, 4294.97
Wed Sep 10 11:49:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.57, 4294.97
Wed Sep 10 11:49:08 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.58, 4294.97
Wed Sep 10 11:49:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.58, 4294.97
Wed Sep 10 11:49:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.58, 4294.97
Wed Sep 10 11:49:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.59, 4294.97
Wed Sep 10 11:49:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.59, 4294.97
Wed Sep 10 11:49:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.60, 4294.97
Wed Sep 10 11:49:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.61, 4294.97
Wed Sep 10 11:49:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.61, 4294.97
Wed Sep 10 11:49:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.62, 4294.97
Wed Sep 10 11:49:17 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.62, 4294.97
Wed Sep 10 11:49:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.63, 4294.97
Wed Sep 10 11:49:19 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.63, 4294.97
Wed Sep 10 11:49:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.64, 4294.97
Wed Sep 10 11:49:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.64, 4294.97
Wed Sep 10 11:49:22 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.65, 4294.97
Wed Sep 10 11:49:23 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.65, 4294.97
Wed Sep 10 11:49:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.66, 4294.97
Wed Sep 10 11:49:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.66, 4294.97
Wed Sep 10 11:49:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.67, 4294.97
Wed Sep 10 11:49:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.67, 4294.97
Wed Sep 10 11:49:28 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.68, 4294.97
Wed Sep 10 11:49:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.68, 4294.97
Wed Sep 10 11:49:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.69, 4294.97
Wed Sep 10 11:49:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.69, 4294.97
Wed Sep 10 11:49:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.70, 4294.97
Wed Sep 10 11:49:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.70, 4294.97
Wed Sep 10 11:49:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.71, 4294.97
Wed Sep 10 11:49:35 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.71, 4294.97
Wed Sep 10 11:49:36 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.72, 4294.97
Wed Sep 10 11:49:37 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.72, 4294.97
Wed Sep 10 11:49:38 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.73, 4294.97
Wed Sep 10 11:49:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.73, 4294.97
Wed Sep 10 11:49:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.74, 4294.97
Wed Sep 10 11:49:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.74, 4294.97
Wed Sep 10 11:49:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.75, 4294.97
Wed Sep 10 11:49:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.75, 4294.97
Wed Sep 10 11:49:44 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.76, 4294.97
Wed Sep 10 11:49:45 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 289.76, 4294.97
Wed Sep 10 11:49:46 IST 2025, Tagging ..., <not set>, <not set>, 0.03, 289.77, 4294.97
Wed Sep 10 11:49:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.77, 4294.97
Wed Sep 10 11:49:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.78, 4294.97
Wed Sep 10 11:49:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.78, 4294.97
Wed Sep 10 11:49:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.79, 4294.97
Wed Sep 10 11:49:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.79, 4294.97
Wed Sep 10 11:49:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.80, 4294.97
Wed Sep 10 11:49:53 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.81, 4294.97
Wed Sep 10 11:49:54 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.81, 4294.97
Wed Sep 10 11:49:55 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.81, 4294.97
Wed Sep 10 11:49:56 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.82, 4294.97
Wed Sep 10 11:49:57 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.82, 4294.97
Wed Sep 10 11:49:58 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.83, 4294.97
Wed Sep 10 11:49:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.83, 4294.97
Wed Sep 10 11:50:00 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.84, 4294.97
Wed Sep 10 11:50:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.85, 4294.97
Wed Sep 10 11:50:02 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.85, 4294.97
Wed Sep 10 11:50:03 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.86, 4294.97
Wed Sep 10 11:50:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.86, 4294.97
Wed Sep 10 11:50:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.86, 4294.97
Wed Sep 10 11:50:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.87, 4294.97
Wed Sep 10 11:50:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.88, 4294.97
Wed Sep 10 11:50:08 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.88, 4294.97
Wed Sep 10 11:50:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.89, 4294.97
Wed Sep 10 11:50:10 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.89, 4294.97
Wed Sep 10 11:50:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.90, 4294.97
Wed Sep 10 11:50:12 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.90, 4294.97
Wed Sep 10 11:50:13 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.90, 4294.97
Wed Sep 10 11:50:14 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.91, 4294.97
Wed Sep 10 11:50:15 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.92, 4294.97
Wed Sep 10 11:50:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.92, 4294.97
Wed Sep 10 11:50:17 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.93, 4294.97
Wed Sep 10 11:50:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.93, 4294.97
Wed Sep 10 11:50:19 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.94, 4294.97
Wed Sep 10 11:50:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.94, 4294.97
Wed Sep 10 11:50:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.95, 4294.97
Wed Sep 10 11:50:22 IST 2025, Tagging ..., <not set>, <not set>, 0.04, 289.95, 4294.97
Wed Sep 10 11:50:23 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.96, 4294.97
Wed Sep 10 11:50:24 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.96, 4294.97
Wed Sep 10 11:50:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.97, 4294.97
Wed Sep 10 11:50:26 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.97, 4294.97
Wed Sep 10 11:50:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.98, 4294.97
Wed Sep 10 11:50:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 289.98, 4294.97
Wed Sep 10 11:50:29 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.99, 4294.97
Wed Sep 10 11:50:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 289.99, 4294.97
Wed Sep 10 11:50:31 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.00, 4294.97
Wed Sep 10 11:50:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.00, 4294.97
Wed Sep 10 11:50:33 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.01, 4294.97
Wed Sep 10 11:50:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.01, 4294.97
Wed Sep 10 11:50:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.02, 4294.97
Wed Sep 10 11:50:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.02, 4294.97
Wed Sep 10 11:50:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.03, 4294.97
Wed Sep 10 11:50:38 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.03, 4294.97
Wed Sep 10 11:50:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.04, 4294.97
Wed Sep 10 11:50:40 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.04, 4294.97
Wed Sep 10 11:50:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.05, 4294.97
Wed Sep 10 11:50:42 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.05, 4294.97
Wed Sep 10 11:50:43 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.06, 4294.97
Wed Sep 10 11:50:44 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.06, 4294.97
Wed Sep 10 11:50:45 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.07, 4294.97
Wed Sep 10 11:50:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.07, 4294.97
Wed Sep 10 11:50:47 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.08, 4294.97
Wed Sep 10 11:50:48 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.09, 4294.97
Wed Sep 10 11:50:49 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.09, 4294.97
Wed Sep 10 11:50:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.09, 4294.97
Wed Sep 10 11:50:51 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.10, 4294.97
Wed Sep 10 11:50:52 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.10, 4294.97
Wed Sep 10 11:50:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.11, 4294.97
Wed Sep 10 11:50:54 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.12, 4294.97
Wed Sep 10 11:50:55 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.12, 4294.97
Wed Sep 10 11:50:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.13, 4294.97
Wed Sep 10 11:50:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.13, 4294.97
Wed Sep 10 11:50:58 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.13, 4294.97
Wed Sep 10 11:50:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.14, 4294.97
Wed Sep 10 11:51:00 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.14, 4294.97
Wed Sep 10 11:51:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.15, 4294.97
Wed Sep 10 11:51:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.16, 4294.97
Wed Sep 10 11:51:03 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.16, 4294.97
Wed Sep 10 11:51:04 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.17, 4294.97
Wed Sep 10 11:51:05 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.17, 4294.97
Wed Sep 10 11:51:06 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.18, 4294.97
Wed Sep 10 11:51:07 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.18, 4294.97
Wed Sep 10 11:51:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.19, 4294.97
Wed Sep 10 11:51:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.19, 4294.97
Wed Sep 10 11:51:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.20, 4294.97
Wed Sep 10 11:51:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.20, 4294.97
Wed Sep 10 11:51:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.21, 4294.97
Wed Sep 10 11:51:13 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.21, 4294.97
Wed Sep 10 11:51:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.22, 4294.97
Wed Sep 10 11:51:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.22, 4294.97
Wed Sep 10 11:51:16 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.23, 4294.97
Wed Sep 10 11:51:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.23, 4294.97
Wed Sep 10 11:51:18 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.24, 4294.97
Wed Sep 10 11:51:19 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.24, 4294.97
Wed Sep 10 11:51:20 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.25, 4294.97
Wed Sep 10 11:51:21 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.25, 4294.97
Wed Sep 10 11:51:22 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.26, 4294.97
Wed Sep 10 11:51:23 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.26, 4294.97
Wed Sep 10 11:51:24 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.27, 4294.97
Wed Sep 10 11:51:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.27, 4294.97
Wed Sep 10 11:51:26 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.28, 4294.97
Wed Sep 10 11:51:27 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.28, 4294.97
Wed Sep 10 11:51:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.29, 4294.97
Wed Sep 10 11:51:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.29, 4294.97
Wed Sep 10 11:51:30 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.30, 4294.97
Wed Sep 10 11:51:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.30, 4294.97
Wed Sep 10 11:51:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.31, 4294.97
Wed Sep 10 11:51:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.31, 4294.97
Wed Sep 10 11:51:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.32, 4294.97
Wed Sep 10 11:51:35 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.33, 4294.97
Wed Sep 10 11:51:36 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.33, 4294.97
Wed Sep 10 11:51:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.33, 4294.97
Wed Sep 10 11:51:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.34, 4294.97
Wed Sep 10 11:51:39 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.34, 4294.97
Wed Sep 10 11:51:40 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.35, 4294.97
Wed Sep 10 11:51:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.35, 4294.97
Wed Sep 10 11:51:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.36, 4294.97
Wed Sep 10 11:51:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.37, 4294.97
Wed Sep 10 11:51:44 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.37, 4294.97
Wed Sep 10 11:51:45 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.38, 4294.97
Wed Sep 10 11:51:46 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.38, 4294.97
Wed Sep 10 11:51:47 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.38, 4294.97
Wed Sep 10 11:51:48 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.39, 4294.97
Wed Sep 10 11:51:49 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.40, 4294.97
Wed Sep 10 11:51:50 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.40, 4294.97
Wed Sep 10 11:51:51 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.41, 4294.97
Wed Sep 10 11:51:52 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.41, 4294.97
Wed Sep 10 11:51:53 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.42, 4294.97
Wed Sep 10 11:51:54 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.42, 4294.97
Wed Sep 10 11:51:55 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.42, 4294.97
Wed Sep 10 11:51:56 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.43, 4294.97
Wed Sep 10 11:51:57 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.44, 4294.97
Wed Sep 10 11:51:58 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.44, 4294.97
Wed Sep 10 11:51:59 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.45, 4294.97
Wed Sep 10 11:52:00 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.45, 4294.97
Wed Sep 10 11:52:01 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.46, 4294.97
Wed Sep 10 11:52:02 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.46, 4294.97
Wed Sep 10 11:52:03 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.47, 4294.97
Wed Sep 10 11:52:04 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.47, 4294.97
Wed Sep 10 11:52:05 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.48, 4294.97
Wed Sep 10 11:52:06 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.48, 4294.97
Wed Sep 10 11:52:07 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.49, 4294.97
Wed Sep 10 11:52:08 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.49, 4294.97
Wed Sep 10 11:52:09 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.50, 4294.97
Wed Sep 10 11:52:10 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.50, 4294.97
Wed Sep 10 11:52:11 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.51, 4294.97
Wed Sep 10 11:52:12 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.51, 4294.97
Wed Sep 10 11:52:14 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.52, 4294.97
Wed Sep 10 11:52:15 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.52, 4294.97
Wed Sep 10 11:52:16 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.53, 4294.97
Wed Sep 10 11:52:17 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.53, 4294.97
Wed Sep 10 11:52:18 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.54, 4294.97
Wed Sep 10 11:52:19 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.54, 4294.97
Wed Sep 10 11:52:20 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.55, 4294.97
Wed Sep 10 11:52:21 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.55, 4294.97
Wed Sep 10 11:52:22 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.56, 4294.97
Wed Sep 10 11:52:23 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.56, 4294.97
Wed Sep 10 11:52:24 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.57, 4294.97
Wed Sep 10 11:52:25 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.57, 4294.97
Wed Sep 10 11:52:26 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.58, 4294.97
Wed Sep 10 11:52:27 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.58, 4294.97
Wed Sep 10 11:52:28 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.59, 4294.97
Wed Sep 10 11:52:29 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.59, 4294.97
Wed Sep 10 11:52:30 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.60, 4294.97
Wed Sep 10 11:52:31 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.61, 4294.97
Wed Sep 10 11:52:32 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.61, 4294.97
Wed Sep 10 11:52:33 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.61, 4294.97
Wed Sep 10 11:52:34 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.62, 4294.97
Wed Sep 10 11:52:35 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.62, 4294.97
Wed Sep 10 11:52:36 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.63, 4294.97
Wed Sep 10 11:52:37 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.64, 4294.97
Wed Sep 10 11:52:38 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.64, 4294.97
Wed Sep 10 11:52:39 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.65, 4294.97
Wed Sep 10 11:52:40 IST 2025, Tagging ..., <not set>, <not set>, 0.01, 290.65, 4294.97
Wed Sep 10 11:52:41 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.65, 4294.97
Wed Sep 10 11:52:42 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.66, 4294.97
Wed Sep 10 11:52:43 IST 2025, Tagging ..., <not set>, <not set>, 0.02, 290.66, 4294.97
